5000 25000
1175 3823 88
3360 2607 61
2395 3037 3
2394 2976 95
2254 1028 14
3866 3428 50
902 3131 26
2446 742 50
2752 1725 56
453 372 87
3521 2899 10
2208 1260 17
2821 3655 6
3875 2401 83
4870 1007 11
735 4873 91
3985 776 22
1962 4574 16
1812 2326 94
3819 4131 18
905 4004 17
3167 1213 77
3035 386 84
941 4261 86
1823 483 93
3733 1219 19
1775 1556 47
2949 3518 73
4864 1682 51
1209 501 82
2926 2759 86
3895 926 51
1123 3961 37
2007 4902 51
1644 1725 34
2288 1810 5
2806 4938 61
452 2887 32
4024 4103 14
2626 1665 68
4007 943 27
745 4838 5
3695 962 66
3384 4321 21
2334 965 98
3119 3253 61
124 2412 99
36 4216 38
3467 3241 93
4933 867 58
1900 1227 54
2978 1972 92
4982 2019 6
2299 403 79
4519 4089 44
4817 3561 50
4629 37 62
3027 1425 78
2016 1245 71
108 1178 91
1218 4430 70
3271 2408 42
1514 3742 13
720 1041 69
1950 561 10
4146 1730 71
4595 1359 60
3808 738 86
885 2754 31
3908 4214 61
4150 432 91
619 55 51
412 1570 93
2224 3642 86
792 592 99
4802 4738 29
3724 685 40
2684 4493 30
3069 1731 36
1051 639 51
1563 1141 35
153 1760 43
3855 2172 13
1299 4396 7
4784 1541 99
1535 1343 90
3663 1419 75
4855 4103 21
1784 3524 52
2820 927 43
4422 2490 84
2808 3995 44
1250 2850 68
1262 501 16
1268 1638 57
3219 3173 52
4908 3188 72
3634 3043 27
1854 1180 52
1805 352 31
99 4774 22
3182 2582 17
3025 185 20
1392 1447 21
508 4068 59
2516 3639 32
868 4899 21
1991 3533 16
2217 1740 96
2320 4897 48
3351 4997 74
1872 3179 9
740 2557 94
2459 301 93
4680 2161 61
4890 4678 52
1922 1898 51
3494 3889 37
3109 2458 77
257 1131 74
1404 4482 71
3678 2706 3
4886 4798 60
2631 2258 61
1823 3290 23
1436 3180 53
4687 1454 51
2838 1300 92
874 762 50
650 1019 81
1675 3775 15
1346 3805 73
548 3691 72
3659 1322 30
719 4498 72
1293 934 4
1545 621 59
3695 4811 11
2438 685 73
2288 2687 44
4620 715 20
1435 3413 25
2307 313 69
2978 3972 43
2259 1043 41
4830 2337 75
3286 234 49
3196 3930 60
4406 1368 98
2731 8 37
2074 4629 52
1545 2416 65
3470 4723 78
1790 4054 50
1432 2665 94
1925 3848 83
3351 2134 17
399 330 99
2259 1088 20
2508 3819 28
444 894 9
4096 2439 77
2512 2261 53
4890 4051 7
2591 1836 24
1336 3761 72
2418 2112 58
87 3864 40
1685 2475 29
1004 4983 48
1684 427 94
3344 4523 86
2421 2036 47
2573 3278 51
3131 869 39
1354 3558 52
4778 976 16
1687 1063 80
3927 4101 55
2255 1457 38
4402 4493 18
148 2838 93
3333 1611 29
131 4184 59
2333 3667 81
1371 1373 39
522 1151 15
3138 2839 31
4617 1766 84
4924 373 41
213 4775 35
930 1275 25
2523 4608 88
2503 1092 72
762 3425 91
1242 4797 64
1632 1671 16
2998 4809 7
428 779 25
4663 2055 98
4004 2268 25
4190 3199 1
3566 722 61
4553 4577 53
1076 339 31
1266 2933 28
2829 4565 99
1896 2564 61
154 4344 92
178 4008 47
1927 4364 15
4804 4906 66
3956 4824 40
2716 729 18
3921 1805 57
3551 4423 43
4330 3604 8
1780 501 24
4040 2007 21
4783 3538 81
1229 465 97
1296 1621 55
4561 577 79
4901 4646 8
1170 3567 65
1426 3470 88
2320 2800 92
2780 4580 45
803 4973 53
875 4756 91
4955 986 8
4751 3634 30
2157 3195 59
4387 4448 5
994 618 72
2110 3397 42
2649 717 94
441 4849 75
1437 653 100
4441 2880 56
4631 2836 94
2991 3939 28
2972 1097 76
3530 484 24
3735 2831 95
3858 1293 44
2452 3943 13
3845 736 63
1171 2173 16
3470 1615 48
1878 2598 84
2623 1941 76
651 4913 25
3226 4796 61
1601 3531 44
1947 3741 38
690 1193 33
1503 1391 69
2165 3914 42
4832 3737 9
379 615 8
115 3238 49
142 241 15
1266 4819 11
578 1421 94
2722 4720 35
2511 411 81
1243 3266 72
2063 431 86
3704 1615 23
4665 3346 90
3224 3461 29
3724 3603 70
4138 1221 90
700 3152 63
793 2226 83
4628 4737 46
1008 2332 12
3779 4395 95
1816 4451 10
2239 468 9
4628 3692 70
1608 2417 26
3830 2907 99
871 3608 51
685 4401 77
219 4029 66
165 1389 50
4728 1520 97
4723 3337 49
2684 1928 69
3992 2908 62
114 869 31
1191 1051 38
3489 1922 46
292 3959 100
4320 4178 81
3086 695 71
1887 424 43
84 1499 32
4084 4183 12
3552 4528 21
3065 4642 42
4995 833 93
4833 674 67
4630 966 26
3829 287 56
3410 4725 52
732 1612 76
4574 1696 75
3106 2132 10
4917 685 38
989 3750 80
2930 98 65
2274 4931 40
3540 913 58
3765 4743 45
4521 4505 22
2324 237 35
4199 4811 83
3925 4269 16
2834 4187 53
1272 1528 3
703 4459 1
2320 1733 84
3259 1626 50
1516 1743 93
1413 2616 50
1034 4940 87
3620 4139 50
2903 3064 20
4318 2251 59
4122 3523 39
1324 578 50
4977 2898 84
4912 2509 62
761 378 5
2705 1791 22
4154 4177 62
2192 2798 54
42 701 18
3513 1371 69
2523 493 44
3061 3169 75
4411 4498 73
3846 4411 83
4907 1524 61
2711 582 4
4484 4736 81
1198 3281 79
2051 3323 80
2320 3188 3
4841 711 96
884 3772 66
3858 3183 16
1083 3381 79
4465 3288 4
4577 2352 86
1480 3188 74
2560 4386 7
2791 1437 82
2370 3758 70
1025 3599 81
3820 835 6
1137 1046 41
2953 2129 23
531 2946 63
986 3875 15
2023 1707 4
4149 619 90
4555 3410 80
4637 2133 38
4258 3158 89
4591 1978 76
3696 4468 22
3688 2421 3
710 4304 49
2373 291 76
2739 3666 83
1294 2815 3
2884 3723 13
3615 3360 46
1752 3970 4
1192 3561 35
1467 3609 3
2789 2298 76
2591 4360 32
1692 3085 23
4667 825 42
702 2119 57
1004 1355 80
4716 4970 92
1914 3074 63
2269 618 76
955 2086 86
4109 1227 84
4684 170 44
916 3214 30
3790 2882 7
1683 4936 78
1040 940 34
471 2008 56
4615 3922 83
2729 2544 1
4404 3499 39
1041 2609 66
3624 3645 37
1920 4561 51
3301 4704 85
1859 1387 21
2536 3779 13
921 603 22
629 218 96
3411 4299 40
3163 55 40
2 1097 1
3067 1073 46
2655 4345 60
458 2646 64
2494 4505 3
3115 2042 35
2379 4315 38
2300 4944 8
2496 3355 7
235 2871 14
2826 2873 11
3026 2292 37
3224 1300 82
2983 1758 29
3798 4252 86
2352 3719 80
4686 2451 96
2623 4751 40
3482 2247 48
3640 3835 19
3854 3013 44
1516 2392 88
252 616 88
3334 3599 98
414 3749 3
1999 1101 74
3331 788 25
2626 4763 77
3217 3246 76
3516 1886 63
1686 2092 29
2729 3609 21
3769 3861 89
4756 2195 40
206 3961 89
4908 961 90
1033 644 30
3258 3270 46
1586 2839 92
3513 1356 30
628 3042 23
756 2124 32
4628 893 45
4116 2001 93
3555 3559 54
3095 3467 67
2384 4501 11
166 4111 33
2711 697 73
4854 562 29
3883 1190 23
1357 1946 99
1088 1574 92
2385 2042 46
877 597 5
3330 3692 25
4449 2429 78
4859 3947 89
1244 1658 38
4116 2864 100
4696 1747 91
3318 3105 89
417 545 16
4760 2930 58
2457 159 8
3714 4842 52
3438 4291 81
367 502 28
55 1746 38
3144 2214 2
443 1910 2
285 229 59
3426 1998 56
4493 1758 87
2602 568 98
1309 4282 40
61 2720 83
2593 4439 38
4073 4494 84
3562 3990 51
4564 4433 61
17 1071 42
3575 849 40
4030 342 51
3768 2944 19
3666 4254 1
4757 667 73
140 3260 12
3729 3685 58
4064 2248 48
1614 3164 33
1075 3181 56
2116 1756 5
1508 2138 47
2658 907 44
728 925 98
3080 2034 17
4504 3526 29
4015 2255 15
724 1320 15
1423 2934 79
1555 361 60
4111 3830 68
3867 338 6
2614 2996 65
657 76 42
4306 3156 77
4974 2660 3
3902 3027 11
2868 3751 31
4082 1526 17
3460 3081 31
2371 3544 61
3038 2412 99
2196 1378 47
2260 3387 23
954 4045 31
330 4019 91
4584 2921 70
2446 2142 73
276 1224 99
3745 1037 32
2575 3408 77
1587 1447 41
4585 4995 71
3283 2255 58
2057 4561 3
3987 4891 22
4929 828 95
3898 3274 89
2970 4903 66
4920 0 3
4951 3927 63
4879 514 62
3571 1451 57
3641 4734 13
2098 3143 74
952 2130 18
2473 3411 98
4620 2309 24
3908 1631 27
773 2903 79
27 2854 6
2690 4086 72
3151 2657 23
3608 1299 9
2672 4749 52
1297 702 34
1166 4527 45
3215 499 6
3539 760 89
117 2885 92
1696 2913 99
3553 1955 85
925 1458 42
4747 66 93
1008 4090 95
4059 1740 97
593 2906 76
1889 1122 28
495 1013 88
3435 1130 73
2927 4178 86
2977 2732 93
761 9 52
2554 1108 70
1999 2116 61
1193 1176 53
2441 3121 11
4568 1362 85
2195 3209 98
582 1645 81
1855 924 59
2392 3901 43
1237 1014 52
188 4920 13
557 3271 29
1369 4464 57
3921 3257 30
2084 2826 93
1368 1373 2
1666 3308 99
4446 1515 75
2756 3907 76
151 1496 42
2554 1684 15
1066 3594 86
1695 1315 3
1203 1589 60
3833 3673 38
2825 41 64
1378 1707 72
2929 2505 87
403 1614 46
3131 1765 43
3224 671 79
3238 1738 73
1524 4785 89
1978 988 78
4337 4821 3
2227 3998 44
1490 1729 4
4061 4658 61
4499 61 75
3844 4544 92
4686 2769 64
3565 1007 54
2389 3883 39
1177 861 27
2906 1551 1
3308 3778 99
104 1620 80
3607 2033 38
967 1532 52
1294 376 96
4737 1415 17
3852 4980 25
4705 2369 60
1695 4899 22
4674 4157 73
2474 2466 3
624 3922 75
504 2529 8
1393 4848 92
3696 1142 68
544 2232 83
160 1084 15
784 2142 37
2996 3837 36
4717 4863 93
4341 3689 11
4095 4314 33
469 1170 14
228 3915 63
1519 2612 57
4538 3156 89
3973 4668 74
4739 453 68
2875 3449 5
910 4518 21
4455 3859 10
465 4306 76
1750 4775 46
563 3 14
4225 2874 78
382 2412 86
3770 2737 54
4595 2477 59
2562 352 60
719 2615 78
3739 2070 89
448 3887 95
4176 637 22
2721 1201 25
2886 1778 51
663 3512 64
2948 3635 53
1254 4582 30
12 2145 83
3572 4216 98
3001 4307 20
2642 1107 7
236 283 97
3958 4357 50
4034 2243 28
1985 4259 41
3700 3559 28
3152 4813 10
1434 1178 7
3716 4750 23
4965 4103 30
3284 1745 90
490 3334 73
4686 2292 30
2787 2678 26
1315 1015 85
4707 1067 44
1734 572 10
4695 2006 88
4802 2074 90
4124 2039 93
4106 323 39
195 2165 73
2919 3204 17
3649 991 47
2974 3658 15
2910 4717 82
1405 1451 6
4714 2499 12
553 2301 38
1142 1425 77
2187 1883 52
4977 3430 18
4749 1350 74
4517 4999 17
1963 4325 76
3129 2235 93
363 4992 97
3168 1059 96
4332 1612 97
2569 4107 74
2846 2646 10
4797 2623 40
266 3724 90
291 3241 41
1308 1556 66
983 4686 53
1727 49 46
275 4569 57
1322 3901 69
3318 1471 28
4444 669 26
2453 1818 49
244 3437 73
3034 3728 66
2174 36 23
1992 2371 61
4044 451 62
2441 726 31
1897 2049 85
4318 1719 8
2197 2515 77
2723 1320 95
871 1565 32
4096 4599 13
561 3125 1
4935 117 73
3995 514 76
808 2955 54
2191 1205 3
2475 523 75
582 4072 90
710 1795 11
1304 2667 28
1688 3115 79
2152 3676 4
2652 3612 74
1876 3959 88
1551 4768 95
3305 3311 100
3459 786 23
1685 2720 96
1075 3430 43
3137 1086 62
3116 4126 77
2694 2630 54
397 283 18
922 3511 77
609 63 97
4604 4720 8
1155 4531 46
3230 1217 18
4377 3644 100
2319 3133 39
4281 1249 17
709 3943 48
4462 692 31
4531 2967 42
2208 3576 57
2356 4532 29
816 688 61
61 3918 30
4731 3295 74
2830 1966 7
3368 1247 8
4385 1957 3
4384 2771 47
4666 2303 14
2107 863 43
2316 3219 27
2244 4035 67
3056 449 85
85 180 32
758 4362 51
916 4083 50
3675 4820 7
377 4204 31
476 3870 86
2189 2329 49
183 997 20
2710 3242 8
2276 2650 57
2113 2736 89
1596 4846 3
3046 2115 86
2096 790 58
4454 2520 62
4584 2996 84
4721 1537 66
4369 1721 63
4941 783 5
4548 3059 8
4604 172 44
2544 3121 42
4846 1167 57
1232 3263 100
3789 2718 72
1903 3654 68
3886 3376 57
4551 4097 30
1214 4038 13
2470 3586 73
2729 3190 97
4372 2086 18
3566 1933 86
4874 3165 1
3325 3306 71
4296 1561 26
4615 1800 54
1472 1351 51
1401 3917 90
3466 2740 76
2238 469 19
3886 1194 5
3656 1112 38
4593 986 55
3793 4312 14
2064 4960 75
341 4576 75
1994 2400 79
2744 153 48
3885 3619 40
3613 2209 62
1531 2448 8
2887 1104 20
1177 697 58
3983 4490 22
1448 2906 83
4123 3247 11
4949 1593 11
3479 690 16
927 4575 88
3818 3188 97
2179 1071 45
4438 311 1
1457 2840 98
2167 1823 41
2188 3272 47
3522 3747 47
4432 48 40
4094 3528 82
3910 807 58
49 4625 98
2045 3157 22
2842 2595 33
1094 405 73
3692 2572 48
3484 4760 20
1182 4635 19
2128 4067 68
1020 3162 96
601 3424 3
1110 3473 80
1160 1870 89
2281 1064 85
65 2159 42
4337 2203 14
3136 687 26
3856 3221 61
4674 350 29
1893 2722 43
1288 4675 19
2842 2138 44
374 3298 66
1062 1931 31
698 1996 42
739 2685 97
3352 821 36
3430 1029 57
1790 2056 59
570 3949 81
3864 1590 9
1934 4432 47
3477 4806 97
3243 2221 28
425 2919 24
1118 3659 61
4014 3363 82
3949 1793 64
2105 4936 20
1964 506 69
896 723 59
4504 2657 44
1602 1135 2
3350 730 23
677 1155 95
1352 2273 54
4712 2639 69
246 1588 63
1809 45 99
1780 3361 57
4348 4258 80
4859 114 90
1154 3069 25
3607 1419 7
3282 3449 14
876 1153 39
3481 2218 78
4449 2464 18
2211 625 63
1261 2405 25
818 3105 35
2449 4316 1
1738 470 22
3514 430 42
1020 3712 43
1033 4588 96
4671 3069 66
2300 2518 82
1517 1082 7
2132 2343 64
4756 4513 22
4342 1963 38
394 3701 61
4516 3568 91
1409 4588 3
1751 1974 43
4598 2997 12
4664 298 82
3545 3167 64
4404 299 60
2667 1407 73
388 749 36
3778 2496 90
2638 2012 58
3280 3421 98
2634 172 24
1576 1122 22
4939 786 72
820 4332 91
4136 3736 91
4795 2755 98
4967 3144 100
2103 3274 96
644 2264 60
1401 544 81
4450 3178 5
4474 1106 27
2495 1045 14
3518 1865 98
2708 1001 34
2198 2148 89
4448 2116 85
3799 571 11
646 1215 75
4505 3968 19
3137 3418 49
1941 2892 55
1867 1739 100
3932 1609 18
329 4318 71
1814 2868 20
1055 3668 36
3439 2467 59
450 4465 74
1076 322 94
895 3459 12
1595 400 57
2050 3620 96
4901 2552 6
970 4234 76
3041 1048 44
3612 2103 65
1299 1895 84
4557 3697 50
4030 4773 72
3823 2020 84
3386 3616 36
842 2018 56
1390 3271 61
3547 4242 47
22 3635 95
717 3599 51
81 4898 98
3265 4455 95
2266 4837 20
1589 12 41
4372 4750 9
3908 593 27
3415 3335 50
1827 1882 44
825 3256 31
872 3973 30
3022 407 28
3419 3672 35
3865 2290 72
4084 3879 36
1324 4604 87
3532 4864 32
4110 4631 67
4312 2811 1
3755 3636 57
3186 4508 82
1215 3882 89
495 3653 13
4229 2518 3
4153 1603 35
4088 4279 91
126 4164 55
1757 4626 86
3075 3938 49
1275 2694 86
4083 880 46
865 3447 29
4405 3942 82
1618 4524 53
2472 3677 8
3558 4117 87
4248 4244 3
1154 2353 30
1340 429 20
688 3056 14
25 2140 46
3871 4357 46
2951 114 40
684 3084 64
936 1909 93
495 467 63
4334 1068 59
2336 2222 12
1317 4914 93
4237 1955 50
1202 1980 42
4048 2203 51
3045 154 65
984 2191 50
4800 4479 59
2292 4975 78
254 4309 46
3812 1645 21
1076 4315 35
3768 3552 90
869 4754 23
1462 154 26
2764 3199 33
4181 536 24
2330 336 3
3740 3980 78
1969 4235 87
4915 4399 85
1435 1827 52
4221 1948 4
2611 2817 10
4333 632 17
4610 4748 16
42 3929 4
2665 2611 40
4768 1351 21
3197 4673 8
936 4588 59
1672 2375 87
1723 1596 35
326 559 4
1387 1244 88
2603 855 37
3371 897 66
4674 4915 78
2666 1035 81
4638 4232 54
845 1520 94
4155 3192 69
4293 4915 18
27 1593 29
1283 4333 26
3170 1936 81
4806 1659 30
372 1334 45
4901 352 80
781 4990 65
2687 2187 85
4180 1342 78
4401 636 45
2570 2015 91
1298 3298 24
2623 2821 12
1155 2627 72
585 4351 58
1281 604 10
1661 1386 100
3977 4073 39
1461 4605 33
3490 4006 21
1787 1576 37
1677 4227 87
900 3202 60
3411 4358 88
3934 1295 91
791 2576 96
3000 589 34
1551 4566 59
2289 2380 64
722 2222 71
1142 4009 99
4930 686 26
2017 2938 29
3276 2702 39
3515 1636 86
4458 2428 14
1005 1780 56
3938 3332 74
3648 621 54
1611 1343 77
4933 3838 38
4832 3768 25
3957 2137 15
2637 414 17
2027 281 54
2712 1091 34
3678 2096 14
233 2386 98
2706 1034 20
3912 3998 15
2340 3931 53
4777 3763 22
4253 4073 59
1668 1710 25
1784 90 59
4889 4154 50
1774 2832 99
440 4417 37
2437 2124 24
56 2388 22
1723 1080 53
875 857 69
148 111 42
207 1779 4
3383 4915 94
1841 1157 1
2743 2931 33
2093 3371 51
3829 2161 27
4304 2217 67
2425 292 47
830 1168 4
2998 2668 67
591 2875 98
1246 2611 66
640 804 23
540 4899 54
4624 1992 78
3126 2174 39
104 1478 8
4470 256 1
4916 2438 21
2572 436 89
338 2379 17
2588 3625 28
4753 617 84
3075 2509 84
680 3486 28
1657 1612 54
1147 1717 85
4207 1187 41
1207 2456 79
2079 28 67
4267 1718 98
683 4306 23
1062 4059 93
3598 3486 2
4681 4167 88
460 2176 53
3414 3324 70
4198 2531 9
1590 90 17
1420 2169 45
1686 2788 64
683 4824 22
4657 2238 82
4249 836 68
2703 1869 87
4642 2330 64
4546 2096 40
1167 2646 23
3976 4236 13
592 656 34
3589 3694 74
3304 729 98
2325 1738 37
406 2340 25
3326 1395 95
412 1037 77
4675 584 73
4966 1751 71
2788 2079 59
2052 4024 15
4837 3965 61
411 2269 42
808 4594 80
4796 1353 20
4621 4679 15
1315 1443 5
3043 2471 41
1867 2437 44
3337 226 76
395 3630 52
4461 3468 17
2221 231 86
3414 1039 32
4993 2188 85
265 1809 16
1931 4476 60
987 2519 31
1979 4386 20
4723 4075 98
2250 4470 29
3801 3931 49
669 2504 80
4806 2270 71
3537 2263 59
4974 3880 20
1089 2164 96
0 4503 67
1382 1483 5
202 2558 80
599 4808 2
979 4961 33
4827 630 89
3906 436 59
1729 325 75
387 299 7
2207 2741 23
4854 2741 27
21 4124 10
2277 678 68
2257 2629 28
3058 3609 89
4143 4788 19
4083 47 7
1294 1776 32
2120 2163 84
1826 722 25
1401 577 18
4127 1950 94
4688 4227 72
1455 2836 54
4382 2247 63
3622 2742 3
2140 3177 50
3798 4471 26
781 2943 42
3064 1122 64
4440 2523 93
3558 1650 95
4503 1338 23
1127 4145 11
380 4879 10
4594 3501 4
3596 1993 82
3998 2143 5
4823 2924 49
516 989 71
1932 1781 46
3924 339 48
4219 1195 86
93 2322 83
155 2702 14
3817 3648 67
220 2244 12
1153 1242 55
1558 2418 79
1258 2934 20
2080 4866 2
425 143 93
1772 4362 88
809 807 10
343 962 64
4756 4779 64
374 1352 9
2985 2505 3
2739 415 73
1769 1673 60
3141 105 26
4942 1882 21
4786 6 35
4474 815 42
2835 2510 57
251 3618 88
1314 3992 40
974 1977 98
3229 1068 13
2901 4190 39
1860 2331 44
2038 2273 79
2358 2059 85
3393 2885 53
234 2073 63
742 2324 82
1030 4990 26
2669 965 4
3166 4194 24
431 3447 14
4369 308 45
4764 2346 70
2042 4704 82
4327 4449 67
131 1036 92
2093 1778 68
4026 2808 59
4952 1830 76
4207 1348 22
4530 1779 69
4044 2500 29
888 2265 75
2710 659 32
1591 1338 81
4709 1469 69
4901 4915 48
120 3941 56
3978 3893 38
1505 4452 87
3226 3983 18
4747 3027 19
1575 267 36
2102 4329 95
2333 920 34
3365 1982 3
434 3235 18
4281 3355 12
2288 3686 57
3478 191 10
1016 4770 93
333 4517 72
3503 2444 91
3938 4546 21
33 1879 93
3818 1597 75
4072 3383 10
4242 4016 66
3353 2656 52
2709 1134 95
2870 2150 65
662 3836 34
4185 2339 79
2976 1278 25
2448 2663 57
2840 1481 6
215 553 89
824 4795 5
4789 4500 13
3792 3562 48
2987 1432 50
3303 3447 86
3137 2632 26
1767 1960 56
4943 4408 19
1351 2249 100
4356 3816 5
2096 4640 53
3852 782 53
3265 926 67
164 265 100
4213 3569 47
2099 3058 31
3676 1177 44
1531 1120 52
3401 3824 53
1752 4532 69
656 1629 62
2060 1833 96
1613 1450 22
1079 1614 88
3330 828 9
4028 4279 67
2359 2955 44
4002 4486 16
1405 4239 40
2410 991 25
878 1647 6
1691 3708 39
3286 1673 90
808 4104 4
4947 3787 84
2655 2815 63
4773 1526 18
1716 1880 56
2483 3286 95
2075 696 86
1199 2926 86
3304 4618 46
3594 2904 71
3983 64 27
2339 11 14
1522 4018 82
1337 3791 8
4106 507 41
1362 4343 27
4208 1418 75
3046 3969 53
4883 2273 71
1780 867 28
350 1203 44
728 4894 8
3542 2768 26
1875 4105 18
382 3212 77
2122 926 20
3500 1486 90
1926 4532 59
3279 767 84
601 2547 4
2180 4249 7
176 4978 53
3183 3520 21
208 395 27
2377 2129 39
54 604 17
3425 456 3
4567 2383 88
4677 2014 55
2061 2615 55
3016 1148 4
174 1324 82
2226 4507 54
2046 1067 1
972 3445 83
4462 4851 87
3878 3276 43
1133 4195 78
2920 3873 92
1826 2286 60
3280 302 8
336 476 32
1017 2702 91
2923 4748 58
223 721 55
1005 1535 6
3743 414 35
1938 1547 30
2515 819 55
1459 2645 41
3018 2278 95
725 2614 71
1108 4983 73
998 2906 74
3307 4482 47
4062 1839 82
1019 1935 48
1253 3873 95
2035 2740 66
3041 4199 12
4982 2217 42
3576 4294 56
3999 402 91
771 2752 50
4996 2412 32
4942 2826 23
1424 3845 58
4671 1451 31
818 4838 72
4135 2879 23
98 2861 41
3339 2790 87
546 1789 42
2737 3912 46
538 3909 58
1469 3851 84
1943 1627 82
3001 2651 33
4283 3469 71
3306 2604 50
1529 2703 64
3321 2394 54
4407 2941 95
2248 2030 7
546 2568 68
4903 389 20
3439 2332 99
2172 333 50
1004 969 71
1026 4275 28
3927 804 83
4690 4125 77
4595 4885 70
2641 3485 100
3248 4031 20
467 287 9
186 78 94
2885 2250 79
3234 4606 48
4757 632 24
3884 911 80
2066 1954 6
2642 1549 43
2512 543 28
763 143 12
2935 610 51
495 797 29
388 34 79
1967 4620 37
866 4377 69
2689 3261 80
3021 327 86
2478 4322 36
1820 3186 79
999 3949 22
4210 1884 32
412 2380 81
340 4120 67
3870 2439 40
2006 3306 17
2126 2347 31
3158 368 10
1143 2846 32
2030 1018 70
2108 2018 20
3681 2580 56
865 2993 88
197 4685 61
916 3556 100
1255 562 6
971 2689 6
1653 2199 26
2663 3342 25
4346 373 43
4216 3833 13
4387 3867 46
2794 1084 39
4934 1281 76
1194 2197 32
4893 4804 47
3251 2128 88
308 3781 87
2733 2796 29
4357 2143 2
3352 2711 88
4364 3450 55
4309 1244 39
3599 1178 72
2575 3724 22
1458 3618 26
904 3221 54
743 3529 36
1429 2614 32
1810 1972 27
2563 324 90
2150 4688 40
1956 350 37
1494 301 67
3666 2876 92
739 687 62
1264 2943 35
3918 3687 64
1705 1468 78
2288 3278 2
1367 2194 26
3156 4344 67
4748 1301 69
2584 4147 70
4302 4165 99
4745 4904 86
3806 1169 29
2440 1439 16
955 4496 37
2085 1784 15
186 4503 61
4964 4012 6
782 3760 59
3302 2696 58
4771 3350 24
469 3096 28
3206 1902 49
2535 695 88
1902 3002 36
2738 1439 21
3205 2978 76
865 4294 88
4222 76 100
232 4730 96
390 4501 47
4713 1323 95
292 4529 49
2041 3416 44
1580 1671 99
616 4409 38
2788 3966 16
4463 4832 10
1503 406 38
2302 639 68
2150 2381 22
348 3446 97
1642 3738 78
1190 2131 95
1434 64 66
2384 680 27
3421 4820 94
3789 4283 78
2098 786 84
3188 3089 75
2655 1591 56
4328 1939 2
2324 3581 93
1202 4771 24
4848 2557 88
165 4941 20
1243 4715 40
4936 3504 24
1165 1954 62
1449 1494 3
3723 4150 94
4731 4830 33
2832 3507 66
1024 4709 38
2700 909 47
4439 2426 89
1859 3669 56
4098 4958 12
1973 1123 66
1987 3924 13
1441 4000 63
1135 3731 45
4119 2915 52
2037 292 13
3374 4344 74
3620 3783 100
160 642 70
1415 1093 80
3878 4418 3
3296 1405 80
4208 2847 80
622 334 63
1866 805 78
1618 2842 22
3782 1216 66
1856 1189 50
2355 2701 44
2876 469 37
4707 4347 56
2662 2643 13
4541 1851 60
1772 2473 46
2734 692 52
2963 3662 94
3485 2444 63
3350 652 4
1999 4360 5
3995 3588 74
731 3296 22
3238 2310 17
2151 1851 21
262 3623 94
3708 2709 38
2959 672 100
52 4157 97
1066 3860 1
3269 2211 61
3174 1206 2
3547 3290 98
4620 1528 8
4689 31 11
1609 294 86
1002 4002 95
3792 3313 19
243 3365 29
491 784 89
1392 4053 100
1652 3579 59
1853 3479 49
1702 4451 29
3861 4140 61
2871 749 7
3208 3104 9
4902 1896 74
4973 2139 39
4201 2631 75
2289 375 81
3940 3379 60
3150 233 39
4298 3287 91
4679 2149 31
91 1372 33
797 4581 37
1857 835 33
1230 808 24
320 1361 7
1547 3650 82
1827 3943 62
686 2093 47
4377 2744 86
2519 2423 87
4801 3866 60
2833 1015 93
3969 2872 80
3353 454 41
4877 2126 2
1735 3673 5
2617 1852 48
3230 2539 41
4076 3268 37
4561 787 60
3548 588 78
259 3422 93
2903 3743 17
1382 2097 23
3374 3326 50
376 61 75
3732 2678 28
4679 908 19
4071 1336 87
1208 898 74
2119 798 14
1897 1057 88
2689 3960 32
2706 1694 81
4528 69 7
4829 1797 68
156 529 99
983 1560 59
2053 1983 96
39 3191 46
164 1663 44
2229 3560 53
2717 2601 13
3300 307 59
980 1188 80
1986 2369 29
4405 2525 10
855 4860 70
3214 1913 6
3261 3304 97
4206 4820 60
2301 2050 72
1453 1119 74
917 4419 33
2075 399 73
1007 3737 43
1735 4494 20
697 350 81
4866 4916 46
2371 4529 3
4420 87 23
3131 2388 25
403 193 44
1628 1110 15
3160 4537 14
2233 544 3
3675 3632 98
346 4329 100
526 547 68
324 4271 97
3426 43 84
2700 3174 24
377 4929 17
4172 1557 79
2387 4718 16
1000 3303 13
1055 3330 97
4252 3676 78
503 4203 25
1670 879 48
